X,usrindex,grp1.var1,grp1.var2,grp1.var3,grp2.var1,grp2.var2,grp2.var3,grp2.var4,grp3.var1,grp3.var2,grp3.var3,grp3.var4,grp3.var5,grp3.var6,grp4.var1,grp4.var2,grp4.var3,grp5.var1,grp5.var2,grp5.var3,grp5.var4,grp6.var1,grp6.var2,grp6.var3,grp7.var1,grp7.var2,grp7.var3,grp7.var4,grp8.var1,grp8.var2,grp8.var3,grp8.var4,grp8.var5,grp8.var6,grp8.var7,grp9.var1,grp9.var2,grp9.var3,grp9.var4,grp9.var5,grp9.var6
1/1/81,0,0.231036479,0.771641791,6,0.18923537,2.1855,0.405063291,6,-0.4871,-0.3548,0.027444254,82.66666667,24.86,6,0.01108871,-0.147959184,535,1.091928251,51.1,-0.034761905,5,91.005,0,-5.2,0.064765349,7,0.88235627,0.944888179,-0.293676313,-0.001207001,1.009146341,6,411.65,0.002488504,45,3,0.99685584,-1.182634731,-0.142,-1.890756303,-1.888
2/1/81,0,0.07700478,0.840938722,6,0.162655602,2.228,0.337748344,7,-0.3731,-0.6445,0.022222222,76,24.86,6,-0.01723251,-0.115789474,517.6666667,1.213776722,49,-0.28957672,5,93.175,0,-5.1,0.072642589,6,0.678579651,0.921678256,-0.21791599,0.022659511,1.045731707,6,421,0.002672962,40,3,1,1.964285714,-0.227,-1.494974874,-1.348
3/1/81,0,0.007378259,0.840938722,5,0.133306805,2.3005,0.196428571,8,-0.4526,-0.0304,0.015280136,59.33333333,23.89,6,0.039324287,-0.127659574,511.6666667,1.123042506,49.2,-0.136243386,5,94.8625,1.7,-2.6,0.08401084,6,0.601623087,1,-0.164376717,-0.073863636,1,6,417.75,0.00247178,37,3,0.977665277,10.90909091,-0.297,0.592417062,-0.058
4/1/81,0,-0.047222222,0.840938722,5,0.117897178,1.9855,-0.125,8,-0.6704,0.0798,0.006734007,44.66666667,23.89,6,0.192307692,-0.091160221,498,1.195945946,50.6,-0.168350168,5,97.3775,1.7,1.4,0.04189221,6,0.477615927,0.974247064,-0.101373626,-0.225578103,1.006748466,6,408,0.003197348,35,3,1,0.212765957,-0.302,2.016129032,-0.038
5/1/81,0,-0.045252884,0.840938722,5,0.116479401,2.0105,-0.023952096,8,-0.2681,-0.0944,0.003350084,24,23.89,6,0.334297073,-0.071428571,483.6666667,1.143737166,52.55,0.004489338,5,99.805,1.7,0.6,-0.056433248,5,0.156749923,0.99581829,-0.012824336,-0.334264061,1.02392638,6,412.8,0.005593856,28,3,0.956774376,0.165876777,-0.417,-0.091012514,-1.173
6/1/81,0,0.025901943,0.840938722,5,0.080954102,2.0105,0.062176166,8,0.1513,-0.4547,0.001669449,16,33.26,5,0.19772649,-0.075801749,450.6666667,1.032388664,52.1,-0.076591743,5,102.4675,3,-0.3,-0.033515027,4,-0.027683907,0.948722636,0.035627284,-0.286655684,1.062576687,5,424.6,0.009942219,31,3,0.98228458,1.419753086,-0.442,-0.776231263,-1.008
7/1/81,1,0.051269991,0.840938722,4,0.075431034,1.833,-0.193693694,8,-0.0376,0.104,0.006677796,3.333333333,33.26,4,-0.047449585,-0.074183976,437.6666667,1.072072072,48.7,-0.095605409,4,106.2075,3,-2.4,0.010575068,3,-0.207004158,0.929299392,0.053414264,-0.22261958,1.066871166,4,433.45,0.014906327,28,3,1,3.68852459,-0.482,-0.896226415,-0.308
8/1/81,1,0.106508876,0.840938722,4,0.098501071,1.703,-0.282178218,8,-0.7815,-0.7018,0.008361204,-12.66666667,33.26,3,-0.252051282,-0.072289157,408,0.997885835,47.5,-0.161963434,4,108.665,3,-3.9,-0.06459968,2,-0.395662715,0.848864312,0.04272997,-0.143339768,1.088957055,3.5,439,0.017127536,23,4,1,1.114457831,-0.637,-0.862944162,-0.153
9/1/81,1,0.095703125,0.867014342,5,0.115870787,1.3605,-0.288557214,8,-1.4011,-1.4974,0.005016722,-27.33333333,61.84,3,-0.35,-0.095238095,382.3333333,1.007159905,45.4,-0.080882353,4,109.36,4.4,-5.5,-0.145735294,2,-0.342101964,0.799849184,0.096562033,-0.019678923,1.161349693,2.5,460.2,0.016668888,18,5,1,0.648854962,-0.567,1.235119048,0.697
10/1/81,1,0.07191448,0.867014342,4,0.119640387,1.4955,0.017857143,8,-1.8714,-1.776,0.001672241,-40,61.84,3,-0.414845173,-0.12797619,357.3333333,0.82208589,41.25,-0.066358025,4,108.965,4.4,-5.4,-0.082222724,2,-0.827109075,0.858278872,0.182512993,0.155646577,1.211656442,2.5,485.1,0.013393747,16,5,0.923620755,-0.555555556,-0.292,-3.516042781,1.692
11/1/81,1,-0.043215613,0.809585492,4,0.058369675,1.9355,0.331288344,7,-2.2054,-2.0549,-0.003338898,-48,61.84,2,-0.450317604,-0.168141593,358.6666667,0.775413712,38.05,-0.125701459,3,106.83,4.4,-4.6,-0.047062373,2,-0.414608688,0.903043737,0.21510574,0.24513382,1.255828221,2.5,502.3,0.009508232,11,5,0.82893574,-1.68699187,0.093,-2.728410513,2.322
12/1/81,1,-0.111361587,0.809585492,3,0.02741558,2.3455,0.131707317,6,-2.3966,-2.4653,-0.01,-59.33333333,85.44,1,-0.430699015,-0.183976261,398.3333333,1.051075269,36.95,-0.212121212,2,105.4325,1.3,-2,-0.066001067,2,-2.211106055,0.869018783,0.249926492,0.343902439,1.352147239,1.5,523.05,0.004636603,12,5,0.882590582,-1.020408163,0.173,-7.942583732,2.832
1/1/82,1,-0.114988814,0.809585492,3,0.049766199,2.8155,0.072625698,6,-1.3856,-2.6754,-0.021558872,-66.66666667,85.44,1,-0.393070788,-0.173652695,402.3333333,1.11452514,38,-0.233406866,1,105.5075,1.3,-0.8,-0.080354415,2,-1.478443423,0.813811069,0.26332469,0.317824773,1.33803681,0.5,540,-0.000355666,10,6,0.892690317,-0.821678322,-0.047,-9.191919192,2.262
2/1/82,1,-0.100713012,0.809585492,3,0.045484081,2.983,0.317241379,6,-0.5093,0.8194,-0.014925373,-68,85.44,2,-0.346244439,-0.1875,396.6666667,1.112391931,38.25,-0.232396765,1,106.9575,1.3,-1.1,-0.078833781,2,-0.700487661,0.76865774,0.228229937,0.244897959,1.309815951,1.5,539.45,-0.003892561,14,6,0.885746749,-0.84045584,-0.107,-15.74074074,1.607
3/1/82,1,-0.110962567,0.803108808,3,0.00094399,2.828,0.566433566,5,-1.2763,-1.5857,-0.014975042,-67.33333333,86.06,3,-0.30802025,-0.182926829,369,1.294871795,37.55,-0.253503893,2,109.845,-2.4,-1.1,-0.036322947,2,-1.043175553,0.764313087,0.188931298,0.365644172,1.356489945,2.5,545.1,-0.006551992,13,6,0.895215251,-0.509259259,-0.162,-0.386151798,1.257
4/1/82,1,-0.120580236,0.803108808,4,-0.036133416,2.913,0.356725146,4,-1.1624,-1.6964,-0.013355593,-64.66666667,86.06,3,-0.275537634,-0.197568389,359.3333333,1.298412698,37.3,-0.325806452,3,111.5725,-2.4,-1.9,-0.044712446,3,1.078088322,0.787374653,0.182006205,0.429616088,1.405632115,2,571.6,-0.008962054,15,5,0.875647014,-0.789473684,-0.122,-0.18597237,1.227
5/1/82,1,-0.05293832,0.803108808,4,-0.02155309,2.9055,0.096774194,3,-1.2308,-1.0201,-0.010050251,-60,86.06,3,-0.229414951,-0.206153846,365.6666667,1.322916667,36.65,-0.306266222,3,112.7625,-2.4,-1.5,-0.11452315,4,-0.126265394,0.771087239,0.165837892,0.403834632,1.352771363,2.5,586.25,-0.011304449,17,4,0.865547279,-1.153846154,-0.042,-0.199131064,1.872
6/1/82,1,0.008117707,0.803108808,4,0.012365766,2.738,-0.090517241,3,-1.5224,-1.795,-0.01010101,-56,57.67,3,-0.175150992,-0.205047319,364.3333333,1.428571429,36.9,-0.305882197,4,114.54,-1.2,-1.9,-0.105589555,4,-1.148737445,0.788310219,0.115266996,0.384526559,1.378953422,3.5,591.35,-0.014387045,15,4,0.91162732,-27.5,-0.132,-0.420399724,1.947
7/1/82,1,0.004044489,0.803108808,4,0.001272669,2.858,0.140625,4,-1.645,-1.2614,-0.006779661,-50,57.67,4,-0.056351183,-0.201923077,376.3333333,1.379661017,38.35,-0.332047072,4,115.62,-1.2,-1.5,-0.110548173,3,-0.385739471,0.781092639,0.0668187,0.311098332,1.284507042,4.5,583.3,-0.017828963,17,4,0.863653579,-0.490196078,-0.132,1.165228113,2.597
8/1/82,1,-0.026263627,0.803108808,5,-0.044126787,3.008,0.366492147,4,-1.479,-1.6714,-0.015151515,-46,57.67,5,0.029482345,-0.198051948,384,1.268987342,38.35,-0.418253968,4,117.7925,-1.2,-0.2,0.056582088,2,-0.763644225,0.912497786,0.111677479,0.418591549,1.330163761,4.5,599.65,-0.021510387,16,4,0.808736271,-2.410714286,0.053,1.75879397,3.952
