Date,ACM US Equity,CX US Equity,GVA US Equity,CBI US Equity,VMC US Equity,FLR US Equity,WMT US Equity,BBY US Equity,TSN US Equity,XLP US Equity,S5CONS Index,BA US Equity,LMT US Equity,NOC US Equity,RTN US Equity,OSK US Equity,UTX US Equity,GD US Equity,S5AERO Index,PPA US Equity,XAR US Equity,ITA US Equity,DFI Index,SCTY US Equity,RUN US Equity,SPWR US Equity,REGI US Equity,XOM US Equity,CNX US Equity,SXC US Equity,WLB US Equity,HNRG US Equity,CLD US Equity,S5ENRS Index,RGR US Equity,SWHC US Equity,GILD US Equity,MRK US Equity,PFE US Equity,HCA US Equity,ANTM US Equity,CYH US Equity,AET US Equity,UNH US Equity,CI US Equity,IHF US Equity,XLV US Equity,IYH US Equity,IHE US Equity,PJP US Equity,XBI US Equity,HUM US Equity,S5HLTH Index,MSFT US Equity,AAPL US Equity,ORCL US Equity,CAT US Equity,GE US Equity,ETH US Equity,COH US Equity,BID US Equity,MOV US Equity,RACE US Equity,TIF US Equity,SPGLGUP Index,SPX Index,NDX Index,TYZ6 Comdty,SPY US Equity,IAU US Equity,MXNUSD Curncy,X US Equity,STLD US Equity,AA US Equity,LZB US Equity,WU US Equity,MGI US Equity,GEO US Equity,CXW US Equity,FCAU US Equity,F US Equity,GM US Equity,TSLA US Equity,EWW US Equity
10/8/15,30.07,7.63,33.12,44.04,94.87,46.58,64.91,35.56,45.55,48.15,506.74,134.7,208.35,170.84,109.2,40.75,91.86,138.86,709.89,33.94,51.86,113.68,2797.88,47.11,11.39,25.22,9.46,77.31,11.57,9.26,14.74,7.52,3.35,509.88,57.53,18.13,98.74,49.38,31.94,76.66,134.66,36.09,108.38,114.06,133.59,123.93,67.07,140.21,148.1,64.87,63.35,179.14,787.48,46.18,107.21,37.16,68.83,27.18,27.32,30.31,33.88,26.93,NA,79.69,2087.21,2013.43,4350.15,NA,196.97,11.01,0.06,12.42,18.6,32.59,27.53,18.57,9.27,29.18,27.83,10.12,14.04,31.88,226.72,54.61
10/9/15,29.68,7.57,32.91,43.72,94.29,46.62,64.73,35.28,45.89,48.26,508.1,135.33,207.27,172.8,109.02,40.64,92.87,139.66,712.47,34.09,52.16,114.28,2812.78,48.94,11.26,24.98,9.44,76.57,11.68,9.38,15.95,7.63,3.34,506.18,58.55,18.18,98.58,49.31,32.09,77.91,137.76,35.66,107.96,117.19,136.32,125.4,67.38,141.02,149.81,65.28,64.46,179.87,790.98,45.85,109.77,37.52,68.31,27.22,27.28,30.15,33.97,26.46,NA,79.43,2104.78,2014.89,4370.01,NA,197.09,11.18,0.06,12.19,18.61,30.37,27.97,18.5,9.26,29.03,27.65,10.23,14.03,31.42,220.69,54.98
10/12/15,29.55,7.41,32.95,42.78,93.59,46.3,64.96,35.48,46.6,48.38,509.29,136.28,208.31,174.22,109.85,40.27,92.93,140.61,715.51,34.14,52.02,114.29,2810.91,48.05,10.78,24.74,9.22,76.61,11.49,6.74,15.46,6.88,3.05,500.69,59.12,18.43,97.46,49.08,32.07,77.79,141.06,35.37,109.39,120.38,137.57,126.65,67.55,141.21,148.57,65.24,63.68,180.34,792.84,45.75,109.26,37.46,67.54,27.24,27.68,29.72,33.77,26.05,NA,78.59,2111.57,2017.46,4382.56,NA,197.27,11.23,0.06,11.51,18.6,29.84,28.56,18.51,9.36,29.33,27.59,10.38,14.03,31.49,215.58,54.66
10/13/15,29.31,7.43,32.2,42.12,90.42,45.8,64.77,35.36,45.02,48.09,506,135.91,206.03,174.03,108.3,39.82,91.81,138.67,708.49,33.75,51.46,113.13,2775.28,47.03,10.69,24.5,9.11,76.47,11.34,6.08,14.78,7.23,2.98,496.2,56.9,18.58,96.17,47.88,31.84,75.86,143.68,34.62,112.25,121.83,138.81,126.79,66.71,139.29,145.09,63.43,60.88,183.26,783.04,45.64,109.45,37.24,67.23,27.03,27.2,29.69,33.27,26.12,NA,76.87,2093.45,2003.69,4352.94,NA,196.03,11.28,0.06,11.68,18.64,29.69,28.27,18.32,9.32,28.96,27.22,10.26,14,31.59,219.25,54.17
10/14/15,29.21,7.65,32.28,42.75,89.31,45.94,58.27,33.25,43.87,47.53,500.27,130.03,202.3,170.89,107.3,39.62,89.76,136.51,693.45,33.12,50.41,110.82,2728.48,46.85,10.74,25.02,8.47,77.44,11.05,6.14,14.06,6.71,3,500.9,56.81,18.56,96.37,47.94,31.9,76.02,140.56,34.31,110.11,119.94,137.56,125.48,66.58,139.08,146.08,63.44,61.53,181.34,781.08,45.43,107.9,36.69,67.74,26.76,26.15,29.66,33,26.06,NA,76.9,2078.85,1994.24,4346.92,NA,195.09,11.48,0.06,11.99,18.67,29.45,27.54,18.1,9.19,28.73,27.15,10.32,14.06,31.78,216.88,54.39
10/15/15,29.57,7.48,32.92,44.31,90.9,46.64,57.59,33.88,43.51,47.96,505.14,133.1,203.3,171.14,109.48,38.96,90.74,138.26,700.58,33.39,50.8,111.96,2752.02,46.65,10.6,24.87,7.72,78.71,11.54,6.1,13.76,6.91,3.16,509.05,57.67,18.74,99.55,49.09,32.9,72.21,142.4,33.47,111.16,118.08,139.05,126.16,68.06,142.47,150.46,65.31,66,182.07,798.12,45.76,109.52,36.98,67.86,27.18,26.46,28.78,33.82,26.63,NA,77.35,2104.78,2023.86,4418.22,NA,198.09,11.43,0.06,12.33,18.88,28.71,27.62,18.32,9.52,29.04,27.22,10.65,14.26,31.77,221.31,54.87
10/16/15,28.36,7.6,32.06,40.42,90.83,43.91,57.16,33.13,44.87,48.42,510.15,133.3,203.89,171.95,108.86,38.22,90.56,138.66,698.91,33.33,50.53,111.67,2737.1,44.16,10.34,24.55,7.71,79.68,10.97,5.58,13.05,6.38,3.07,509.95,57.44,18.63,100.72,49.82,33.22,72.95,144.19,34.5,111.98,117.89,140.7,127.51,68.67,143.66,152.27,66,65.74,183.01,806.08,46.24,108.72,36.8,66.76,28.1,27.01,28.62,33.4,26.47,NA,77.11,2098.85,2033.11,4438.62,NA,198.99,11.35,0.06,12.28,18.46,28.27,27.6,18.46,9.48,29.21,27.4,10.58,14.32,31.61,227.01,55.15
10/19/15,28.84,7.46,31.85,40.27,88.84,43.89,57.12,33.48,45.74,48.64,512.02,134.09,204.72,171.65,110.42,38.1,89.64,138.22,699.18,33.28,50.41,111.61,2735.37,41.28,9.81,24.25,7.82,78.24,10.48,5.39,12.53,6.23,3.05,500.12,57.28,18.78,101.48,49.74,33.31,73.51,145.91,34.35,113.18,118.63,141.86,128.53,68.92,144.19,151.97,66.06,66.25,185.46,808.29,46.35,109.39,36.31,66.36,28.11,26.91,29.08,33.48,26.41,NA,78.1,2101.38,2033.66,4462.07,NA,199.08,11.29,0.06,11.87,17.64,27.89,27.99,18.46,9.48,29.16,27.33,10.75,14.39,31.7,228.1,54.95
10/20/15,29.18,7.44,32.02,40.86,88.6,44.6,57.02,33.71,45.65,48.61,511.7,134.54,202.87,171.53,109.89,37.9,93.11,138.22,704.52,33.42,50.52,111.85,2750.61,39.39,9.5,24.36,8.06,78.08,10.3,5.15,12.03,6.16,3.02,500.96,58.28,18.7,99.57,48.77,32.82,72.42,145.36,34.53,110.82,118.32,142.17,128.49,67.84,141.92,146.81,63.56,64.01,184.72,796.02,46.49,111.39,36.3,67.32,27.91,27.08,28.98,33.49,26.78,51.35,77.96,2085.35,2030.77,4438.18,NA,198.81,11.38,0.06,11.21,17.4,27.86,28.17,18.41,9.43,29.24,27.43,10.4,14.41,31.93,213.03,54.88
10/21/15,28.9,7.2,31.15,39.95,87.53,43.94,56.92,33.26,45.79,48.62,511.02,136.78,205.62,171.21,110.19,37.59,95.4,140.02,712.26,33.45,50.56,112.22,2737.57,38.05,8.94,23.7,7.64,77.48,9.62,5.21,11.94,6.27,3,495.77,56.93,18.33,99.64,48.96,32.3,71.2,140.01,33.38,107.31,116.05,136.57,125.65,67.23,140.6,143.68,63.05,64.03,176.01,789.17,45.94,111.38,36.06,66.75,27.98,26.77,28.98,33.03,25.24,54.31,77.21,2079.8,2018.94,4413.52,NA,197.6,11.27,0.06,10.68,17.24,26.97,27.52,18.45,9.29,29.1,27.25,9.92,14.44,33.78,210.09,54.34
10/22/15,29.31,6.73,31.96,40.64,92.71,44.59,57.17,33.57,46.73,49.58,521.22,141.74,210.43,176.49,114.71,37.87,97.18,144.09,732.27,34.29,51.78,115.01,2804.86,38.9,8.9,23.87,7.67,80.07,9.9,5.25,12.32,6.19,3.07,505.85,56.42,18.18,105.39,50.33,32.18,66.08,136.7,21.65,102.43,111.83,129.45,117.65,66.82,139.47,142.28,62.69,63.89,164.04,784.93,46.75,113.08,37.21,68.67,28.68,27.03,29.06,33.62,25.88,56.04,77.33,2101.84,2052.51,4503.22,NA,200.93,11.27,0.06,11.11,17.99,26.91,27.94,19.02,9.66,29.45,27.16,9.95,14.6,33.78,211.72,55.23
10/23/15,29.58,6.71,32.3,41.29,93.89,45.44,56.59,33.61,46.99,49.5,520.8,142.12,213.16,176.82,115.19,40.21,97.98,145.1,736.15,34.47,52.02,115.5,2832.56,39.24,9.08,25,7.61,80.16,9.48,5.15,8.58,6.07,3.26,504.85,55.87,17.95,105.77,51.18,32.87,68.98,138.21,23.63,104.94,113.9,132.5,121.11,68.25,142.53,148,64.47,65.36,167.11,800.52,51.46,116.59,37.49,69.51,28.62,26.97,29.04,33.59,24.66,55.67,76.7,2108.46,2075.15,4624.09,NA,203.14,11.25,0.06,11.55,18.25,27.06,28.06,19.11,9.69,29.7,27.33,10.03,14.68,34.28,209.09,55.1
10/26/15,29,6.48,32.11,40.17,91.41,44.77,56.31,33.18,44.67,49.41,520,142.12,214.73,177.27,114.37,41.02,97.6,144.97,735.4,34.38,51.86,115.14,2814.72,38.84,9.21,24.73,7.47,78.46,8.84,4.84,7.51,5.91,2.85,492.13,55.66,17.76,106.4,51.21,32.98,69.08,138.98,23.4,106.83,114.5,133.09,121.69,68.52,143.13,148.39,64.94,65.58,169.14,804.55,52.8,112.87,37.78,69.29,28.66,27,29.23,33.67,24.68,54.33,76.98,2113.18,2071.18,4630.85,NA,202.64,11.24,0.06,10.46,17.81,25.96,28.52,19,9.99,29.51,27.1,10.02,14.69,34.02,215.26,55.37
10/27/15,28.48,6.27,31.28,38.64,91.01,43.25,55.79,32.95,44.37,49.48,520.36,143.82,216.78,177.57,115.55,40.19,96.29,145.22,737.32,34.39,51.95,115.37,2817.11,37.96,9.04,23.78,7.62,78.33,6.96,4.53,6.89,5.91,2.71,486.44,54.88,17.7,108.68,51.75,33.78,68.8,141.88,22.45,109.68,117.29,136.93,123.09,69.78,145.72,151,66.18,67.02,174.03,818.49,52.26,112.15,37.76,68.19,28.57,26.28,30.51,33.55,24.19,53.17,77.62,2104,2065.89,4639.23,NA,202.25,11.27,0.06,10.54,17.84,25.84,27.94,18.6,9.75,28.72,26.5,10.06,13.95,33.35,210.35,54.93
10/28/15,29.69,6.37,32.89,44.49,94.15,46.43,55.95,33.14,44.54,49.19,517.9,143.26,214.83,187.31,116.42,42.02,96.72,147.54,744.55,35.16,53.12,117.59,2890.43,38.34,9.42,24.62,7.97,79.48,7.05,4.86,7.21,6.08,3,497.23,57.2,18.13,105.91,53.32,34.22,68.98,139.04,23.48,110.11,117.69,136.01,124.49,70.36,147.23,155.12,67.73,68.74,176.85,826.41,52.54,116.77,38.29,69.72,28.5,25.53,29.88,34.29,24.75,51.22,79.24,2116.24,2090.35,4678.58,NA,204.55,11.18,0.06,10.85,18.19,26.61,28.28,18.95,10,29.8,27.03,9.61,14.17,33.59,212.96,54.67
10/29/15,29.25,6.23,32.83,44.09,94.23,45.77,56.26,32.9,43.43,49.21,517.88,142.58,212.12,186.88,116.18,37.98,96.46,146.75,741.39,35.09,53.24,117.72,2901.8,38.07,8.91,27.36,7.92,79.44,6.75,4.72,6.98,5.72,3.16,498.71,56.5,18.19,106.97,53.1,33.57,67.7,138.59,23.69,113.83,117.62,135.51,124.78,70.67,147.58,154.79,67.59,67,179.4,829.6,51.94,118.01,38.27,69.72,28.45,26.75,29.75,34.27,24.79,50.38,79.34,2114.41,2089.41,4670.77,NA,204.43,11.06,0.06,11.07,18.09,26.49,28.3,18.39,10.12,30,26.76,9.5,13.94,33.14,211.63,54.4
10/30/15,29.47,6.07,32.46,44.5,95.96,47.01,55.56,33.45,43.94,48.67,512.23,143.44,213.66,184.6,114.83,40.34,95.83,145.39,740,35.06,52.94,117.08,2879.34,29.65,7.41,26.84,7.89,79.93,6.64,4.77,7.16,5.94,2.97,502.11,55.57,17.86,105.91,52.9,32.65,68.79,136.44,23.08,113.75,115.73,134,123.9,70.23,146.86,152.78,66.75,66.32,177.48,824.99,51.23,117,38.25,70.71,28.04,26.62,30.07,34.53,25.2,49.8,80.44,2124.25,2079.36,4648.83,NA,203.55,11.02,0.06,11.5,18,26.44,28.11,18.62,10.11,29.63,26.05,9.55,14.02,33.29,206.93,54.72
11/2/15,30.17,6.12,33.71,45.11,96.06,48.49,55.92,33.83,44.35,48.96,514.95,143.76,214.39,186.36,116.06,41.07,96.79,145.53,744.34,35.38,53.67,118.49,2921.7,29.44,7.36,27.42,8.04,82.38,7.8,4.8,7.5,6.2,3.25,514.36,54.36,17.91,107.35,53.33,33.85,69.75,137.14,23.39,114.3,116.62,133.71,125.69,71.73,150.1,156.78,68.59,70.65,179.47,841.48,51.82,118.64,39.14,72.02,28.51,27.98,30.59,34.27,26.46,52.41,80.69,2128.22,2104.05,4703.92,NA,205.96,10.95,0.06,12.62,18.84,27.15,28.51,18.77,9.51,30.46,27.15,9.72,13.96,33.92,213.79,55.26
11/3/15,30.13,6.18,34.78,44.82,94.18,49.34,56.4,34.12,44.91,48.72,512.17,143.46,212.75,183.51,115.76,40.74,97.38,144.01,741.43,35.32,53.49,118.18,2924.21,30.17,7.52,27.5,8.1,83.9,8.18,5.04,8.02,6,3.43,527.38,55,17.95,106.86,53.33,33.76,68.8,134.38,22.54,110.81,115.61,131.91,124.96,71.47,149.61,157.66,68.92,71.29,177.38,838.74,52.7,120,39.59,72.42,28.69,28.33,31.38,34.45,26.49,51.72,81.38,2129.82,2109.79,4719.05,NA,206.55,10.78,0.06,12.74,18.14,27.77,28.3,18.79,9.84,30.16,27.37,9.56,14.02,34.12,208.35,56.11
11/4/15,30.25,6.17,35.88,44.87,96.41,49.37,56.65,32.92,44.72,48.52,510.01,144.45,212.68,183.05,115.96,41.23,97.7,144.12,741.44,35.27,53.29,117.91,2922.47,29.8,7.71,27.8,8.21,83.06,8.1,4.82,7.67,5.98,3.5,521.87,53.23,17.64,106.74,53.74,33.22,68.67,132.71,23.93,107.68,112.64,129.9,124.65,71.16,149.36,157.15,68.69,71.7,175.74,834.96,52.95,119.45,39.86,72.22,28.65,28.17,31.11,33.07,26.58,52.77,80.67,2128.13,2102.31,4717.55,NA,205.93,10.68,0.06,10.89,17.97,27.86,28.24,18.64,9.72,29.76,26.64,9.31,13.87,33.78,231.63,55.7
11/5/15,30.69,6.2,37.19,44.44,100.93,49.63,56.89,33.44,45.17,48.51,509.98,144.23,212.46,183.29,116.54,41.25,98.16,143.91,742.37,35.24,53.52,118.33,2942.76,29.72,8.07,27.44,8.18,81.93,8.43,4.73,7.6,6.03,3.6,516.43,47.96,17.38,105.61,53.28,33.23,68.59,133.39,24.73,110.27,114.21,132.36,125.69,70.93,148.67,155.4,67.7,70.41,177.89,831.88,52.93,118.9,39.73,71.9,28.74,28.56,31.54,32.43,26.56,51.09,81.95,2141.32,2099.93,4702.9,NA,205.72,10.65,0.06,10.23,17.92,27.32,28.54,18.93,9.85,30.65,26.2,9.33,13.79,33.8,231.77,55.15
11/6/15,30.62,5.98,37.45,43.84,101.49,48.32,57.05,33.81,45.07,47.98,504.52,144.2,210.55,180.93,114.99,41.51,98.16,142.79,739.79,35.16,53.39,118.07,2947.41,29.05,7.82,28.74,8.19,81.6,8.19,4.69,7.73,6.21,3.71,514.21,51.6,18.17,106.11,52.85,33.02,69.97,131.37,26.04,106.58,112.81,132.77,126.01,70.63,148.07,156.17,67.67,70.37,176.1,829.02,53.45,119.03,40,71.53,29.01,28.91,30.9,33.97,26.03,51.77,79.92,2120.78,2099.2,4707.23,NA,205.61,10.5,0.06,10.74,17.89,27,28.31,19.21,9.79,29.16,25.47,9.41,13.74,34.09,232.36,54.53
11/9/15,30.32,5.75,37.46,44.03,99.98,48.3,56.77,33.76,44.62,47.66,500.96,142.29,208.67,178.61,114.64,40.75,97.05,141.19,732,34.79,52.71,116.57,2908.41,27.89,7.73,28.09,7.87,79.86,8.22,4.81,7.15,6.22,3.55,506.73,49.55,17.65,105.89,52.49,32.75,69.98,131.17,25.06,107.03,112.27,132.9,125.21,70.09,147.18,154.86,67.37,71,176.5,822.32,52.71,118.55,39.49,69.64,28.85,28.02,29.77,31.9,25.06,52.53,78.27,2086.86,2078.58,4655.52,NA,203.69,10.53,0.06,10.35,17.28,25.57,28,18.79,9.71,27.79,24.66,9.27,13.56,34.02,225.33,53.57
11/10/15,30.88,5.73,37.85,43.74,99.44,48.04,56.96,33.09,44.81,47.79,502.21,141.48,208.06,178.45,115.45,41.22,96.72,140.85,729.57,34.74,52.62,116.5,2913.59,26.46,7.27,26.21,7.94,80.24,8.16,4.34,7.01,6.32,3.4,508.03,49.71,17.91,106.61,52.68,32.88,70.08,132.64,25.07,107.76,113.87,134.21,125.95,70.56,148.11,155.82,68,70.75,175.3,827.3,52.08,114.82,39.31,70.17,29.21,28.25,30.24,29.76,25.61,53.32,78.15,2086.04,2081.72,4641.73,NA,204.16,10.5,0.06,10.69,16.67,24.8,27.85,18.78,9.67,27.67,24.92,9.17,13.52,33.97,216.5,53.7
11/11/15,31.4,5.71,39.16,43.29,100.93,48.36,55.89,32.8,44.38,47.72,501.68,141.33,209.07,178.65,115.74,41.15,96.3,140.23,730.49,34.72,52.4,116.11,2903.72,26.15,6.99,25.62,7.85,79.53,7.56,3.87,7.2,5.91,3.25,498.34,48.54,17.61,104.99,51.99,32.83,67.66,131.58,23.15,104.15,112.54,131.77,122.58,69.87,146.39,153.87,66.9,69.5,170,819.72,52.22,114.17,38.44,69.66,29.74,27.66,29.15,28.61,25.01,53.66,75.51,2081.34,2075,4636.94,NA,203.36,10.48,0.06,10.01,16.8,24,27.14,18.65,9.63,27.08,24.07,9.1,13.54,33.9,219.08,53.9
11/12/15,30,5.65,37.16,42.29,98.38,46.21,55.28,32.45,43.2,47.08,494.78,138.94,207.58,177.29,115.62,40.95,97.25,138.81,725.37,34.32,51.16,114.31,2843.54,25.07,6.58,24.93,7.33,77.38,7.11,4.06,7.13,6,3.19,486.41,48.59,17.61,102.09,51.32,32.49,65.11,130.83,21.83,102.18,110.85,131.35,120.57,68.66,143.86,151.06,65.56,68,167.96,805.15,51.9,113.78,38.04,66.52,29.25,27.19,28.94,29.91,24.55,53.44,74.96,2057.96,2045.97,4588.93,NA,200.52,10.47,0.06,9.57,16.62,23.22,26.13,18.18,9.19,26.5,22.95,8.85,13.29,33.46,212.94,53.41
11/13/15,29.96,5.33,37.44,41.81,98.54,45.93,54.76,30.59,42.69,46.67,490.63,138.99,207.17,175.82,114.68,40.4,94.56,137.58,719.03,34.1,50.88,113.51,2827.31,25.85,7.31,23.36,7.66,76.1,7.39,3.77,6.98,6.02,3.34,483.52,48.01,17.14,100.46,51.32,32.38,66.45,129.97,22.31,101.29,109.47,131.53,120.56,68.49,143.79,152.58,66.13,67.95,166.28,802.9,51.43,110.46,36.73,67.46,29.36,26.6,28.17,28.91,21.09,50.75,72.66,2008.62,2023.04,4502.14,NA,198.27,10.45,0.06,9.64,16.81,23.73,25.29,17.94,8.69,25.96,22.55,8.82,13.17,32.72,207.19,52.99
11/16/15,30.38,5.39,37.79,41.83,101.01,47.04,56.17,30.2,43.77,47.47,498.7,140.77,214.47,183.48,119.43,41.55,95.88,140.2,735.15,35.03,52.08,116.25,2916.25,27.84,7,23.98,7.66,78.83,7.95,4.03,6.68,6.32,3.36,499.26,48.99,17.49,101.68,51.97,32.27,67.2,132.43,22.52,104.07,111.84,133.45,122.11,69.34,145.26,153.67,67.09,67.83,167.95,812.96,52.33,112.26,37.54,68.19,29.44,27.45,28.32,29.22,22.33,48.89,73.41,2004,2053.19,4565.47,NA,201.29,10.46,0.06,9.7,16.96,24.62,25.68,18.12,8.85,26.64,22.77,8.82,13.29,33.54,214.31,53.54
11/17/15,30.36,5.67,37.42,40.82,100.91,46.23,58.16,29.32,43.52,47.45,498.19,142.39,216.14,183.02,120.56,41.29,95.61,139.8,736.49,35.1,52.09,116.29,2920.29,26,6.72,22.36,7.45,77.92,7.69,3.89,6.32,6.17,3.06,493.49,48.7,17.32,102.38,51.98,31.99,69.25,133.6,22.55,104.34,112.4,133.72,122.84,69.64,145.99,154.26,67.71,68.33,168.43,816.26,51.9,111.79,37.55,67.22,29.4,26.68,27.89,28.8,22.53,48.36,72.33,2015.47,2050.44,4565.82,NA,201.14,10.33,0.06,9.35,16.83,24.56,25.57,18.4,8.88,26.22,22.63,8.78,13.39,33.58,214,53.54
11/18/15,31.11,5.73,38.14,41.93,102.42,47.58,59.14,29.91,44.67,48.1,505.09,144.53,216.95,184.99,121.23,42.08,95.77,140.63,743.21,35.51,52.65,117.29,2954.7,27.75,6.55,23.66,7.75,78.68,8.28,3.79,6.18,6.5,3.22,501.42,49.5,17.7,105.91,52.48,32.42,70.21,134.63,23.52,105.9,115.21,135.1,124.5,71,148.89,157.93,69.63,70.35,169.98,832.59,52.77,115.33,38.11,68.12,29.6,27.26,28.52,28.98,22.47,46.69,72.62,2027.53,2083.58,4653.44,NA,204.33,10.32,0.06,9.59,17.57,24.98,25.65,18.86,8.97,26.89,23.02,8.76,13.69,34.77,221.07,54.06
11/19/15,31.22,5.81,38.85,42.39,104.07,48.05,58.92,29.28,44.04,48.23,506.68,145.47,217.71,185.1,123.24,42.01,96.34,142.08,748.71,35.76,52.92,118.08,2972.04,28.7,6.5,22.93,7.73,78.25,7.82,3.84,6.05,6.44,3.03,495,49.19,17.68,104.32,52.53,31.42,65.39,125.37,21.66,98.99,108.7,127.79,119.21,69.81,146.42,156.09,68.57,69.09,163.19,818.98,52.85,116.79,38.42,67.83,29.35,27.26,28.59,28.87,22.64,47,72.44,2043.61,2081.24,4655.36,NA,204.15,10.45,0.06,9.52,17.42,26.02,25.75,18.46,8.84,27.05,22.96,9.03,13.79,34.46,221.8,54.88
11/20/15,30.99,5.96,38.36,41.58,105.12,47.35,58.3,29.13,43.24,47.89,503.15,145.63,219.71,186.3,124.26,42.68,96.26,142.38,751.7,35.99,53.47,119.1,3010.23,29.04,6.67,23.2,7.91,77.75,7.86,3.83,5.98,6.57,2.92,489.86,50.38,17.97,104.35,52.36,31.32,67.42,128.74,22.42,103.49,111,132.13,122.02,70.41,147.45,157.35,68.9,69.26,166.53,825.02,53.1,117.3,38.74,68.92,29.73,27.57,29.45,28.89,23.12,47.48,73.32,2054.8,2089.17,4686.36,NA,204.9,10.4,0.06,8.6,17.21,25.81,26.13,18.44,8.69,28.02,23.81,9.16,13.82,34.65,220.01,55.5
11/23/15,30.96,5.84,38.65,41.4,104.94,47.25,58.49,29.39,47.63,48.3,507,144.59,219.68,184.68,123.99,42.28,96.14,141.49,748.29,35.9,53.57,119.08,3016.86,28.21,6.6,23.14,7.89,78.23,7.33,3.7,5.65,6.43,2.8,493.11,51.05,18.27,104.17,52.27,30.49,67.36,128.58,23.1,104.76,110.21,133.13,122.75,70.23,147.31,158.05,69.03,70.39,166.98,823.41,53.1,115.78,38.54,68.8,29.66,28.02,30.41,28.09,23.54,45.42,74.69,2047.01,2086.59,4674.79,NA,204.66,10.31,0.06,7.91,16.94,26.94,26.38,18.32,8.69,28.64,23.9,9.16,13.77,34.41,217.75,55.2
11/24/15,31.07,5.9,39.27,41.82,104.15,47.59,58.16,30.1,48.62,48.43,508.09,144.9,220.07,184.85,123.59,43.23,95.42,142.41,746.23,35.92,53.87,119.63,3050.21,28.57,6.74,24.08,7.99,79.79,7.51,3.69,5.84,6.47,2.67,503.9,51.6,18.65,104.38,51.76,31.11,68.99,129.07,23.92,105.13,111.22,134.22,123.5,70.45,147.58,158.55,69.35,70.67,167.32,825.24,53.16,116.89,38.86,69.17,29.73,28.15,31.01,29.03,24.64,45.7,77.4,2028.27,2089.14,4669.41,NA,204.94,10.39,0.06,8.01,17.36,27,26.53,18.2,8.73,28.42,23.73,9.08,13.77,34.54,218.25,55.13
11/25/15,31.2,6,39.78,41.7,102.81,47.04,58.47,30.5,49.38,48.56,509.41,143.71,219.46,185.41,123.35,42.46,95.33,142.06,744.85,35.87,53.79,119.45,3049.21,29.26,6.75,23.75,8.42,79.17,7.99,3.69,6.25,6.61,2.68,499.73,52.25,18.55,105.56,51.99,31.99,68.96,128.45,23.98,103.02,112.42,134.09,123.49,70.83,148.5,160.86,70.19,72.11,167.3,829.72,52.61,116.05,38.66,69.26,29.44,28.34,31.22,29.15,26.34,45.09,78.81,2049.13,2088.87,4672.88,NA,204.91,10.33,0.06,8.14,16.94,27.95,26.8,18.19,8.82,27.96,23.69,9.14,13.77,34.65,229.64,54.67
11/27/15,31.71,6,40.01,41.74,103.42,47.51,58.13,30.06,50.22,48.74,510.69,143.24,221.18,186.04,124.01,42.71,94.87,142.44,745.04,35.94,53.75,119.49,3051.15,29.87,7.22,23.97,8.46,79.15,7.47,3.6,6.22,6.49,2.63,496.34,52.26,18.65,105.78,52.22,31.91,69.45,128.67,24.27,103.13,112.35,135.26,124.12,70.97,148.89,161.24,70.08,72.28,167.81,831.16,52.84,115.84,38.58,69,29.44,28.73,30.67,29.07,27.25,45.48,77.8,2051.18,2090.11,4680.47,NA,205.14,10.22,0.06,7.99,17.06,27.68,27,18.17,8.84,27.86,23.81,9.36,13.75,34.68,231.61,54.26
11/30/15,31.83,6.06,40.3,42.4,102.1,48,57.11,30.34,49.67,48.22,505.71,141.78,214.57,184.02,121.31,43.26,94.14,143.32,737.8,35.79,53.53,118.77,3047.02,28.76,6.65,23.96,9.01,79.57,7.87,3.78,6,6.57,2.61,498.26,51.1,18.34,103.78,51.3,31.89,68.06,127.84,23.82,101.83,110.75,134.94,122.81,70,146.74,159.04,69.43,71.95,167.57,820.04,53.26,116.32,38.38,70.38,29.03,27.75,30.62,28.31,26.19,45.77,77.75,2050.28,2080.41,4664.51,NA,204.29,10.28,0.06,7.98,16.95,27.8,26.5,18.24,8.78,27.52,23.57,9.3,13.56,34.52,230.26,53.59
12/1/15,32.09,6.01,41.07,41.99,103.15,48.33,57.26,29.95,50.32,48.63,509.85,144.01,215.59,184.96,121.75,43.01,94.78,144.43,742.57,35.94,53.84,119.42,3069.71,31.39,7.05,25.11,8.88,79.8,8.64,3.63,5.73,6.42,2.7,501.81,50.93,18.42,103.67,52.81,32.72,71.16,133.18,24.53,106.54,114.23,139.55,125.77,71.19,149.12,162.13,70.5,71.77,172.43,834.21,54.11,115.38,38.63,69.32,29.26,27.83,30.43,28.58,26.5,47.04,77.5,2064.49,2102.63,4716.16,NA,206.24,10.31,0.06,8,17.08,28.15,26.89,18.57,8.59,28.09,23.56,9.29,13.78,34.58,237.19,54.4
