Date,ACM US Equity,CX US Equity,GVA US Equity,CBI US Equity,VMC US Equity,FLR US Equity,WMT US Equity,BBY US Equity,TSN US Equity,XLP US Equity,S5CONS Index,BA US Equity,LMT US Equity,NOC US Equity,RTN US Equity,OSK US Equity,UTX US Equity,GD US Equity,S5AERO Index,PPA US Equity,XAR US Equity,ITA US Equity,DFI Index,SCTY US Equity,RUN US Equity,SPWR US Equity,REGI US Equity,XOM US Equity,CNX US Equity,SXC US Equity,WLB US Equity,HNRG US Equity,CLD US Equity,S5ENRS Index,RGR US Equity,SWHC US Equity,GILD US Equity,MRK US Equity,PFE US Equity,HCA US Equity,ANTM US Equity,CYH US Equity,AET US Equity,UNH US Equity,CI US Equity,IHF US Equity,XLV US Equity,IYH US Equity,IHE US Equity,PJP US Equity,XBI US Equity,HUM US Equity,S5HLTH Index,MSFT US Equity,AAPL US Equity,ORCL US Equity,CAT US Equity,GE US Equity,ETH US Equity,COH US Equity,BID US Equity,MOV US Equity,RACE US Equity,TIF US Equity,SPGLGUP Index,SPX Index,NDX Index,TYZ6 Comdty,SPY US Equity,IAU US Equity,MXNUSD Curncy,X US Equity,STLD US Equity,AA US Equity,LZB US Equity,WU US Equity,MGI US Equity,GEO US Equity,CXW US Equity,FCAU US Equity,F US Equity,GM US Equity,TSLA US Equity,EWW US Equity
4/4/16,30.47,6.87,46.75,34.88,105.64,52.17,68.13,31.37,67.48,52.99,549.59,124.29,221.1,199.49,122.89,39.5,99.01,129.54,735.01,34.92,51.66,115.73,2846.14,25,6.3,21.17,9.4,81.77,10.94,5.98,7.13,4.39,1.88,453.67,64.3,22.78,93.15,53.57,30.2,78.73,145.77,15.11,113.77,128.31,141.23,122.81,68.83,142.84,140.4,61.23,53.8,184.87,801.89,54.7,109.85,40.61,74.27,30.76,30.14,39.46,26.52,27.2,40.63,71.32,1977.97,2066.13,4511.7,129.53,204.15,11.72,0.06,16.06,22.19,28.04,25.79,19.08,5.76,32.72,29.89,7.65,12.52,29.17,246.99,52.96
4/5/16,29.7,6.79,47.13,34.59,105.2,51.64,67.68,30.7,67.15,52.63,545.91,124.97,222.57,200.57,124.68,39.02,98.6,128.7,735.34,34.77,51.51,115.8,2841.36,26.73,6.57,21.35,9.15,80.84,10.94,5.98,7.08,4.44,1.82,450.16,64.55,23.35,94.46,53.41,30.83,78.24,141.89,15.09,110.38,125.88,135.49,120.58,67.93,141.13,138.66,60.52,53.74,180.44,792.05,53.85,108.56,40.08,73.8,30.51,30.16,39.03,26.33,27.4,39.74,70.79,1946.65,2045.17,4470.75,129.94,202.11,11.88,0.06,16.17,22.3,28.07,25.97,18.98,5.96,32.44,29.38,7.32,12.49,28.88,255.47,51.61
4/6/16,29.82,6.82,46.71,34.34,106.3,51.4,68.07,30.63,67.75,53.05,550.16,125.85,223.56,200.4,125.74,38.96,99.11,130.32,740.42,35.12,52.03,116.82,2863.16,27.98,6.97,21.51,9.25,81.92,11.08,5.97,7.13,4.56,1.81,459.62,66.48,23.49,96.31,54.78,32.37,79.1,143.41,15.33,111.37,126.86,135.2,122.37,69.76,145.07,144.25,62.81,57.51,179.76,813,54.4,109.69,40.29,73.78,30.43,30.1,39.61,26.45,27.43,40.87,71.28,1957.18,2066.66,4543.78,129.78,204.32,11.81,0.06,16.72,22.55,28.33,26.28,19.38,6.07,32.12,29.9,7.22,12.54,29.21,265.42,52.05
4/7/16,29.25,6.65,46.13,33.84,105.49,50.63,67.26,29.72,67.55,52.48,544.75,124.94,223.41,198.87,125.21,38.49,99.62,130,737.14,34.93,51.82,116.47,2841.31,27,6.78,21.39,8.88,80.99,11.08,5.99,7.02,4.36,1.77,456.8,65.84,23.69,94.46,54.57,32.2,78.84,141.97,15.33,109.55,125.71,131.86,121.38,68.99,143.58,144.8,62.65,56.74,172.02,804.35,53.75,107.3,39.52,72.75,30.16,29.96,39.61,25.54,26.68,40.14,69.91,1935.67,2041.91,4475.29,130.39,201.87,11.98,0.06,15.94,22.11,28.28,25.82,19.13,5.93,31.92,29.37,6.88,12.25,28.71,257.2,50.95
4/8/16,29.56,6.7,46.06,34.14,107.63,50.86,67.11,29.61,67.82,52.76,547.57,125.8,223.24,198.89,125.07,38.91,100.04,131.5,739.69,35.02,51.93,116.69,2844.9,27.99,6.75,21.36,8.97,81.82,11.86,6.37,7.3,4.42,1.84,466.03,65.15,23.28,94.98,54.51,31.95,79.14,142.29,15.43,108.15,124.54,130.41,121.05,68.81,142.85,143.62,62.58,55.77,170.47,800.89,53.71,107.42,39.91,72.93,30.32,29.55,38.3,25.76,26.44,40.61,69.68,1933.6,2047.6,4474.93,130.17,202.42,11.96,0.06,16.44,22.47,27.95,25.61,19.28,5.9,31.91,29.45,7.17,12.28,28.66,250.07,51.22
4/11/16,29.77,6.79,45.11,33.78,106.18,50.98,66.46,30.03,67.15,52.39,543.67,125.83,221.61,197.84,123.61,39.18,100.85,130.5,738.28,34.99,52.05,116.58,2844.87,28.28,6.74,21.06,9.05,81.93,12.48,6.77,7.26,4.46,1.9,464.17,64.33,22.86,94.72,54.21,31.35,79.57,139.48,15.03,107.54,125.18,132.05,120.09,68.28,141.8,141.05,61.72,54.39,166.91,795.51,53.6,107.78,39.94,73.2,30.24,29.53,38.63,25.79,26.06,40.86,69.88,1930.17,2041.99,4458.71,130.19,201.94,12.12,0.06,17.25,22.72,29.05,25.45,19.4,5.91,32.84,29.83,7.33,12.39,28.81,249.92,51.53
4/12/16,30.27,6.95,45.88,34.91,106.18,52.35,67.84,30.31,68.08,52.71,547.06,127.37,222.92,198.52,124.69,39.3,101.78,132.14,744.8,35.18,52.3,117.45,2864.84,29.43,6.74,21.05,9.34,82.94,13.53,7.02,7.25,4.4,2.12,477.34,64.06,22.7,96.11,54.49,31.42,79.78,141.43,15.25,108.82,125.65,135.78,121.47,68.84,142.94,140.74,61.85,54.92,169.85,802.1,53.93,109.18,40.12,74.65,30.34,29.93,38.34,26.26,26.46,40.82,69.3,1937.7,2061.72,4496.04,129.64,203.82,12.13,0.06,17.54,23.03,28.28,25.66,19.57,6.09,32.82,30.03,7.28,12.53,28.99,247.82,52.57
4/13/16,30.57,7.03,45.67,35.55,106.42,52.74,68.18,31.63,65.35,52.31,542.91,129.01,223.32,199.44,124.19,40.68,103.29,132.9,752.01,35.6,53.23,119.06,2912.24,29.38,6.87,21.66,9.35,83.41,13.73,7.31,7.27,4.75,2.13,479.3,65.62,22.64,96.06,55.1,31.99,80.6,142.1,16.03,110.06,126.6,137,123.17,69.48,144.42,143.06,62.93,56.25,169.41,809.1,54.63,110.76,41,77.62,30.51,30.79,38.77,27.94,27.79,41.42,70.84,1981.25,2082.42,4554.72,129.73,205.88,12,0.06,18.93,23.4,29.2,26.73,19.74,6.23,32.85,30.23,7.59,12.78,30.03,254.53,52.91
4/14/16,30.37,6.98,45.38,35.31,106.22,52.46,67.84,31.79,64.38,52.07,540.16,128.73,222.39,198.45,123.81,39.83,103.36,132.16,750.26,35.52,53.13,118.84,2902.08,29.29,7.15,21.46,9.33,84,12.92,7.19,7.49,4.83,2.15,481.31,66.53,22.66,97.05,55.59,32.09,80.72,141.76,16.31,109.22,126.81,135,123.56,69.52,144.57,143.33,63.15,56.59,167.69,810.05,54.64,110.82,40.93,77.54,30.55,30.61,38.05,27.56,27.25,41.95,70.06,1977.77,2082.78,4554.63,129.45,205.89,11.83,0.06,18.78,23.48,29.86,26.65,19.63,6.23,32.36,30.06,7.54,12.81,29.98,251.86,53.02
4/15/16,30.38,7.07,45.73,35.5,106.64,52.19,68.09,31.86,65.05,52.39,543.27,129,222.75,200.19,124.33,39.89,103.25,133.38,752.28,35.63,53.24,118.94,2902.09,29.04,7.04,20.96,9.28,83.55,12.79,7.12,7,4.8,2.04,475.25,63.89,21.97,97.15,55.28,31.95,80.33,141.47,16,109.34,126.17,136.65,123.58,69.47,144.42,143.11,63.04,56.51,169.32,809.71,54.92,108.6,40.71,77.66,30.56,30.61,38.31,27.6,27.4,43.42,70.22,1975.73,2080.73,4543.16,129.75,205.67,11.91,0.06,19.15,23.92,29.86,26.37,19.67,6.31,32.29,30.02,7.48,12.66,29.82,254.51,52.49
4/18/16,30.54,7.14,47,35.66,107.71,52.29,68.88,32.24,65.51,52.69,545.15,129.83,224.07,201.09,124.99,39.62,103.81,134.85,757.23,35.82,53.47,119.63,2930.62,30.25,7.09,21.35,9.63,84.35,12.92,7.34,7.73,4.94,2.11,482.79,64.98,22.32,98.05,55.64,32.05,80.88,141.15,16.31,109.99,126.65,137.12,124.31,70.12,145.71,145.04,63.78,57.29,171.16,816.98,55.72,106.25,40.93,77.74,30.59,30.57,38.96,28.4,27.45,43.37,70.22,1982.18,2094.34,4565.42,129.59,207.11,11.87,0.06,19.24,23.81,30.09,26.36,19.79,6.33,33.3,30.24,7.72,12.96,30.55,253.88,52.41
4/19/16,30.57,7.25,46.85,36.24,107.44,53.17,68.79,32.35,65.04,52.66,545.97,130.53,223.44,199.9,124.9,39.67,103.68,135.24,757.72,35.83,53.46,119.72,2930.09,30.28,7.02,21.23,9.8,84.77,13.33,7.67,7.61,5.02,2.18,491.88,65.16,22.26,98.29,55.99,32.33,79.78,142.94,15.87,110.99,129.31,139.87,124.89,70.36,145.96,144.94,64.12,56.2,174.2,819.39,55.65,105.69,40.75,78.85,30.68,30.18,39.38,27.84,27.83,44.21,70.8,2006.21,2100.8,4537.09,129.44,207.76,12.06,0.06,19.95,24.27,31.41,25.93,19.8,6.22,32.58,30.15,8,13.15,31.19,247.37,53.84
4/20/16,30.56,7.3,46.21,36.2,108.34,52.72,68.24,32.57,63.4,51.95,538.48,128.45,223.51,199.89,124.63,39.2,104.2,135.26,756.29,35.91,53.55,119.83,2925.13,32.65,7.27,21.66,9.8,85.35,13.83,7.7,7.32,4.96,2.33,495.84,65.24,22.24,98.95,55.71,32.66,80.11,144.05,16.61,112.72,132.71,141.27,126.71,70.74,146.85,145.18,64.18,56.25,173.93,824.33,54.86,105.91,40.79,78.22,30.68,31.15,39.79,27.85,28.53,43.94,71.25,2010.82,2102.4,4540.44,128.78,207.96,12,0.06,19.74,24.2,31.59,25.95,19.86,6.26,32.04,29.62,8.13,13.34,31.41,249.97,53.76
4/21/16,30.6,7.23,45.88,38.98,107.59,53.29,67.51,32.31,62.67,51.14,529.61,128.62,223.01,198.32,124.93,39.2,104.1,136.26,754.64,35.74,53.39,119.42,2912.64,33.87,7.76,21.46,9.89,85.34,13.06,7.38,6.97,4.89,2.26,493.4,64.36,21.85,100.56,55.73,32.67,80.22,144.44,16.72,112.6,131.75,140.34,126.47,71.16,147.74,147.83,65.28,57.32,172.88,828.9,55.05,104.76,40.68,77.91,30.51,30.89,39.3,28.07,28.42,43.07,71.21,1985.02,2091.48,4540.8,128.63,206.84,12.05,0.06,19.57,24.36,31.08,25.76,19.75,6.22,31.34,28.87,8.15,13.35,31.87,248.29,52.95
4/22/16,31.1,7.29,46.43,40.71,108.52,53.85,67.76,32.67,62.8,51.33,531.71,128.92,223.76,199.07,125.04,39.73,104.37,136.44,755.5,35.97,53.69,120.09,2947.78,33.34,7.91,21.66,9.88,86.07,13.56,7.36,6.99,4.92,2.49,499.96,66.39,22.4,100.75,55.87,32.7,80.91,146.03,17.15,114.32,132.91,141.82,128.01,71.31,148.17,148.17,65.36,57.78,174.73,830.88,51.1,104.47,40.39,77.57,30.29,30.68,39.59,28.1,28.28,42.44,72.05,1954.52,2091.58,4474.19,128.48,206.84,11.91,0.06,19.47,24.32,31.02,25.9,19.75,6.22,31.18,29,7.97,13.32,31.4,253.75,53.03
4/25/16,31.4,7.05,45.85,39.07,108.69,52.96,68.5,31.93,63.81,51.69,535.52,128.63,223.24,199.05,124.15,39.11,103.87,135.34,751.62,35.68,53.06,119.01,2922.93,31.18,7.6,21.43,9.85,85.87,13.1,6.89,6.83,4.73,2.34,494.56,65.24,22.18,101.11,55.36,32.64,80.12,144.62,15.85,113.81,132.56,140.25,127.13,71.03,147.5,145.38,64.27,57.52,175.54,827.8,51.43,103.88,40.47,76.06,30.21,30.66,39.5,27.57,28.05,42.42,71.12,1950.01,2087.79,4474.13,128.38,206.49,11.93,0.06,18.17,23.9,30.3,25.67,19.65,6.03,31.1,29.13,8.14,13.29,31.18,251.82,52.53
4/26/16,32.1,7.16,46.5,39.78,108.84,54.06,68.33,32.6,64.4,51.48,533.84,131.08,229.02,201.86,126.83,39.38,103.48,137.24,761.86,36.11,54.09,121.04,2968.91,33,7.7,21.93,9.98,86.16,14.16,7.52,6.7,4.88,2.56,501.47,65.89,22.37,100.16,55.18,32.49,81.18,145.59,16.46,115.27,133.02,140.68,128.78,70.76,146.84,144.41,63.87,55.98,177.9,824.19,50.77,103.16,40.34,76.91,30.43,34.05,41.14,27.97,28.65,43.51,71.62,1959.65,2091.7,4452.97,128.14,206.79,11.99,0.06,18.41,24.26,31.79,26.42,19.88,6.36,31.56,29.43,8,13.45,31.41,253.74,53.33
4/27/16,33,7.23,45.76,40.82,110.46,55.08,68.45,32.92,65.05,51.73,536.19,134.85,230.49,205.26,128.48,41.48,104.56,142.09,773.9,36.63,54.89,122.85,2999.1,33.31,8.39,22.09,9.89,86.98,15.69,7.27,6.98,4.97,2.57,509.79,65.84,22.48,99.55,55.45,32.44,81.78,143.3,16.84,113.31,131.59,139.27,128.7,70.68,146.63,143.21,63.61,55.37,176.98,823.21,50.27,96.7,40.54,77.93,30.46,34.04,41.28,28.03,28.51,43.41,72.37,1961.1,2095.15,4416.64,128.78,207.22,12.02,0.06,18.44,24.78,33.73,26.26,20.19,6.45,31.82,29.56,8.13,13.51,31.38,251.47,54.06
4/28/16,32.27,7.28,45.29,39.87,108.31,53.85,67.94,32.11,65.24,51.78,536.3,132.61,229.57,203.89,126.14,47,102.92,139.66,764.76,36.27,54.39,121.84,3004.44,32.24,8.02,21.05,9.81,86.56,15.16,7.59,7.3,4.92,2.5,502.92,63.31,21.93,95.88,54.89,32.35,81.96,142.55,16.45,114.14,130.87,139.94,127.78,70.34,145.97,142.36,63.24,55.09,177.29,818.34,49.25,93.75,40.03,77.01,30.43,33.56,40.5,27.54,27.94,44.43,71.08,1951.96,2075.81,4363.99,128.97,205.34,12.23,0.06,18.28,24.37,33.26,25.85,19.8,6.13,31.98,29.55,8.22,13.94,31.65,247.71,53.4
4/29/16,32.49,7.45,44.33,40.07,107.26,54.22,65.93,31.55,65.54,51.67,535.63,132.61,229.23,204.53,124.99,48.47,103.06,139.03,763.14,36.04,54.19,121.23,2986.4,30.32,7.88,20.14,9.72,86.92,15.05,7.43,7.13,4.63,2.21,502.42,63.1,21.83,87.19,54,32.15,80.62,139.35,15.71,111.79,130.48,138.54,126.11,69.24,143.76,140.54,61.86,53.86,176.49,806.34,49.22,92.67,39.56,76.98,30.28,33.67,39.58,27.24,27.87,45.27,70.39,1938.77,2065.3,4341.3,129.09,204.23,12.48,0.06,19.02,24.92,33.32,25.67,19.68,6.15,31.42,28.84,8.05,13.41,31.03,240.76,54.04
5/2/16,32.81,7.43,44.01,39.3,108.69,54.54,66.64,31.73,66.39,52.26,541.15,131.83,230.08,206.56,125.77,48.45,103.06,140.33,765.49,36.23,54.46,122,3018.29,29.55,7.97,19.41,9.59,87.64,15.42,7.41,6.96,4.65,2.26,502.57,66.56,22.84,87.97,54.45,32.24,81.21,139.06,15.74,113.36,130.9,138.28,126.27,69.64,144.55,141.36,62.24,54.93,177.03,811.02,49.95,92.57,40,77.1,30.42,33.94,40.63,26.99,28.39,43.97,71.07,1961.36,2081.43,4381.3,128.72,205.85,12.45,0.06,20.21,25.02,32.69,26.07,19.78,6.06,31.41,29.4,8.21,13.47,30.98,241.8,53.98
5/3/16,32.36,7.08,43.38,38.51,113.34,54.55,66.06,31.21,66.08,52.16,540.52,130.34,231.52,207.84,124.77,46.77,100.84,140.83,761.52,35.95,53.97,121.15,2990.89,26.45,7.59,18.33,9.26,86.64,14.62,7,6.8,4.5,2.14,491.33,67.58,23.17,86.16,54.24,33.13,79.06,139.99,14.87,113.58,131.25,137.74,125.66,69.43,143.97,140.69,61.82,52.87,176.35,808.62,49.13,94.09,39.38,75.63,30.16,32.82,40.01,27.45,28.33,43.4,70.11,1935.81,2063.37,4341.39,129.36,204.06,12.42,0.06,18.86,24.37,30.87,25.4,19.51,5.82,31.64,29.48,7.96,13.28,30.49,232.32,52.5
5/4/16,32.06,6.96,42.15,37.7,111.88,53.79,66.25,30.98,66.41,52.32,542.06,128.76,232.82,208.78,125.36,45.43,99.4,139.93,756.45,35.69,53.65,120.21,2958.12,23.65,7.47,17.9,9.6,86.47,14.58,7.16,6.61,4.42,2.1,484.94,65.3,22.66,84.61,53.97,32.83,79.8,137.33,15.02,112.57,130.83,135.3,124.54,68.76,142.4,137.57,60.66,50.67,175.13,800.86,49.22,93.12,38.99,73.53,29.61,32.91,39.72,27.09,27.61,43.38,69.52,1913.14,2051.12,4312.01,129.5,202.92,12.36,0.06,18.81,24.47,30.63,25.63,18.7,5.93,31.91,29.9,7.83,13.17,29.85,222.56,51.67
5/5/16,32.05,6.83,42.5,38.01,114.11,54.24,66.27,31.08,66.1,52.33,542.44,129.94,234.92,210.15,126.83,45.53,99.03,140.69,760.91,35.89,53.92,120.89,2969.97,21.67,7.27,17.23,9.27,86.57,14.67,6.9,6.76,4.46,2.08,488.53,66.2,22.87,84.87,53.26,33,80.61,135.69,15.3,113.38,131.11,134.93,124.32,69.04,142.88,136.21,60.4,50.39,173.54,804.42,49.29,92.74,38.94,72.1,29.44,32.19,38.94,27.08,27.33,42.39,69.08,1896.5,2050.63,4309.48,129.84,202.88,12.34,0.06,18.86,24.56,29.97,25.47,18.54,6,32.73,31.67,7.65,13.18,29.8,211.53,51.22
5/6/16,32.16,6.83,43.16,38.05,114.04,51.38,67.29,31.45,66.96,52.6,544.94,131.1,237.01,212.3,127.67,45.97,99.85,141.92,766.27,36.04,54.25,121.75,3011.06,21.84,7.5,17.39,9.29,87.03,14.89,6.89,6.83,4.53,2.13,487.59,64.77,22.16,83.7,52.78,33.01,80.9,135.87,14.86,112.33,130.84,130.85,124.17,68.64,142.16,133.24,59.17,50.29,170.12,799.45,49.73,92.22,39.11,72.66,29.66,32.75,39.22,27.27,27.48,42.69,68.36,1896.47,2057.14,4330.17,129.84,203.63,12.44,0.06,18.8,24.65,30.03,25.92,18.69,5.98,32.22,31.64,7.72,13.29,30.21,214.93,51.38
5/9/16,31.34,6.74,43.04,36.83,115.18,50.77,67.98,32.12,67.95,52.88,548.01,129.95,237.07,212.83,128.85,45.03,98.83,141.46,763.31,36.05,54.24,121.68,3019.44,22.51,7.39,16.85,9.09,87.09,13.8,5.68,6.33,4.46,1.99,481.52,65.97,23.12,84.68,53.27,33.24,80.98,137.04,14.71,113.44,131.46,131.38,125.02,69.42,143.91,136.34,60.42,52.15,170.72,808.5,49.41,92.29,39.06,70.1,29.42,32.54,39.99,28.91,27.42,42.38,68.42,1903.72,2058.69,4341.23,130.13,203.79,12.17,0.06,16.2,23.28,28.3,26.15,18.74,5.98,32.22,31.66,7.59,13.18,30.03,208.92,50.43
5/10/16,31.95,6.97,42.72,37.74,117.19,51.39,67.83,32.42,68.97,53.41,553.32,132.53,241.05,215.61,130.54,45.77,100.87,144.17,776.19,36.72,55.45,124.24,3068.03,17.82,6.37,16.6,9.19,88.49,14.74,5.99,7.32,4.62,2.01,489.96,65.96,23.08,85.18,53.84,33.22,80.93,138.75,14.09,113.97,132.35,133.05,125.72,70.01,145.1,137.66,60.92,52.35,172.97,815.16,50.35,92.92,39.72,71.82,30.02,32.7,39.91,28.72,27.68,42.88,69.77,1922.02,2084.39,4402.04,130.11,206.33,12.22,0.06,16.58,23.82,28.93,26.2,19.05,6.05,32.4,31.92,7.82,13.34,30.59,208.69,51.53
5/11/16,32.47,6.87,42.81,37.53,114.84,51.18,65.96,31.01,68.19,52.98,548.74,131.91,238.56,212.52,129.29,45.4,100.32,143.42,769.12,36.42,54.96,123.05,3031.14,18.69,6.37,17.35,9.51,88.06,15.23,5.9,7.78,4.82,2.02,489.3,65.05,22.76,82.93,53.48,32.89,80.25,138.16,14.08,111.78,129.5,130.51,124.31,69.16,143.33,135.49,60.02,50.54,169.51,804.88,50.38,92.01,39.35,71.74,29.88,32.13,37.52,26.99,24.77,42.62,65.59,1888.4,2064.46,4361.03,130.23,204.4,12.33,0.06,16.49,23.96,28.54,25.09,18.84,6.12,32.13,31.51,7.6,13.18,30.33,208.96,51.31
5/12/16,32.53,6.84,42.91,37.45,115.72,50.92,66.4,30.73,68.36,53.27,551.73,133.32,241.62,216.15,130.49,45.2,100.18,143.77,773.36,36.46,55.06,123.55,3039.98,18.92,6.15,16.44,9.2,88.91,14.41,5.64,7.81,4.33,1.96,491.27,65.47,22.85,81.8,53.29,32.92,77.69,134.71,12.56,108.13,128.56,128.06,121.69,68.76,142.28,133.55,59.51,49.49,165.27,800.22,50.84,89.85,39.52,71.02,29.63,31.87,37.35,28.25,24.9,42.59,65.48,1882.67,2064.11,4342.81,129.91,204.46,12.23,0.06,14.78,23.62,28.24,25.3,18.94,5.96,32.1,31.52,7.62,13.21,30.42,207.28,51.5
5/13/16,31.95,6.59,42.68,36.71,115.25,49.64,64.5,30.44,68.46,52.6,544.92,131.03,238.84,212.19,128.91,45,99.01,142.84,764.02,36.18,54.37,122.16,3008.97,19.6,6.61,16.61,9.32,87.91,14.32,5.46,7.83,4.36,1.87,485.15,64.56,22.72,81.74,53.05,32.92,77.92,134.14,12.5,107.43,127.83,128.36,121.58,68.6,142.21,134.4,59.72,50.37,164.69,798.63,50.41,90.03,39.31,69.4,29.19,31.37,36.66,27.6,24.33,43.1,63.56,1858.16,2046.61,4326.53,130.31,202.68,12.28,0.06,13.95,23.75,27.52,24.84,18.87,5.84,31.98,31.54,7.65,13.08,29.78,207.61,50.61
5/16/16,32.64,6.64,42.77,37.59,115.74,50.74,65.57,31.19,68.06,52.93,547.65,133.04,239.68,213.92,129.92,45.52,100.54,143.83,772.85,36.57,55.12,123.62,3048.07,20.06,6.35,16.72,9.32,88.81,14.04,5.51,7.58,4.33,1.92,492.84,65.98,23.07,82.64,53.81,33.1,77.81,135.85,12.75,110.02,129.45,130.01,123.04,69.53,144.38,139,61.02,52.64,170.96,809.47,51.15,93.37,39.67,70.03,29.5,31.66,37,27.21,24.22,43.07,64.29,1866.47,2066.66,4380.48,129.84,204.68,12.3,0.05,14.14,24.19,27.76,24.94,18.91,5.99,31.89,31.7,7.52,13.18,29.93,208.29,50.96
5/17/16,32.4,6.67,41.49,37.58,115.26,50.2,64.66,31.36,66.22,51.89,537.37,131.47,238.26,211.81,128.45,45.57,98.8,143.46,765.51,36.29,54.94,122.73,3005.85,20.5,6.02,16.37,9.23,88.77,14.48,5.64,7.25,4.31,1.93,493.96,64.12,22.6,81.8,53.49,32.76,77.27,134.84,13.24,109.72,128.38,130.44,122.21,68.81,142.75,138.56,61.01,52.23,170.24,800.88,50.2,92.99,39.3,70.37,29.26,31.14,37.23,27.74,24.19,41.55,64.02,1854.99,2047.21,4322.56,129.73,202.77,12.34,0.05,14.1,23.57,27.82,24.38,18.74,5.94,30.78,30.96,7.02,13,29.89,204.66,50.8
5/18/16,31.79,6.52,40.86,36.65,115.12,49.61,62.72,30.24,65.31,51.29,531.77,129.91,238.31,212.34,129.12,45.09,98.69,142.78,761.59,36.3,54.79,122.63,3015.36,20,6.04,16.27,9.31,88.59,13.5,5.4,7.27,4.24,1.84,489.21,63.99,22.43,81.92,53.83,32.9,76.58,134.71,12.58,110.12,129.32,129.48,122.31,69.09,143.25,139.83,61.59,53.17,169.67,803.63,50.5,94.05,39.17,69.92,29.16,31.29,36.74,28.04,23.69,41.31,63.1,1845,2047.63,4338.23,128.61,202.82,12.11,0.05,13.23,22.88,26.98,24.5,18.77,6,30.57,30.45,7.05,13.02,30,211.17,50.01
5/19/16,31.47,6.42,40.1,36.17,113.5,48.99,68.73,31.01,64.74,51.8,535.97,127.03,235.66,209.3,127.84,44.99,97.91,142.07,753.61,36.01,54.47,121.52,2991.29,20.37,6.08,15.32,9.34,89.35,13.17,5.4,7.21,4.22,1.87,490.43,64.39,22.88,81.19,53.74,33.1,76.72,132.44,12.55,109.25,128.82,129.06,121.71,68.51,142.06,138.36,60.94,52.61,167.78,797.16,50.01,93.69,38.55,68.77,28.91,31.26,37.44,28.07,23.22,40.01,62.43,1834.78,2040.04,4315.58,128.92,202.12,12.09,0.05,13.43,23.43,27.28,24.47,18.59,5.97,30.63,30.25,6.82,12.95,29.58,215.21,49.49
5/20/16,31.62,6.47,40.97,36.42,115.36,49.57,69.39,31.8,64.43,51.53,533.6,126.34,236.82,210.94,127.95,45.25,98.5,143.09,756.89,36.33,55.11,122.69,3034.5,21.94,6.11,15.91,9.58,88.98,13.17,5.55,7.65,4.22,1.92,492.5,65.29,23.15,81.68,54.27,33.46,77.12,134.36,12.75,110.16,129.75,131.28,122.76,69.14,143.43,140.9,62.07,54.01,169.05,803.65,50.31,94.71,39.11,69.2,29.11,31.98,38.46,28.65,23.51,40.51,63.8,1845.49,2052.32,4362.9,128.97,203.4,12.06,0.05,13.33,23.17,27.25,24.79,18.94,6.08,30.98,30.74,7.04,13.05,29.83,220.28,49.96
5/23/16,31.42,6.45,40.49,36.65,117.17,49.77,69.03,32.45,64.7,51.58,533.65,126.53,236.28,210.38,127.47,45.19,98.3,140.74,754.13,36.1,54.59,121.77,3010.24,24.05,6.35,16.58,9.66,88.84,13.5,5.59,7.83,4.34,1.81,491.28,65.02,23.07,82.36,54.08,33.39,76.22,131.84,12.39,109.61,129.23,126.15,122.02,68.87,142.91,140.74,61.98,54.74,169.04,799.96,49.72,95.91,38.89,69.73,29.04,31.72,38.21,29.42,23.55,40.1,63.1,1831.34,2048.04,4355.1,129.03,203.12,12.05,0.05,13.79,23.7,27.76,24.74,18.68,6.14,31.07,30.68,6.68,12.99,29.85,216.22,49.51
5/24/16,32.1,6.51,42.03,35.96,118.93,50.62,69.76,30.04,64.82,52.01,538.42,126.45,237.71,212.88,128.65,45.45,99.31,141.45,760.12,36.54,55.23,123.07,3059.12,23.74,6.34,17.04,9.76,88.91,13.99,5.63,7.83,4.38,1.84,493.74,66.46,23.8,85.22,54.75,33.82,77.56,127.18,12.35,111.15,131.38,124.81,123.6,69.86,145.17,143.23,63.22,55.81,170.22,811.76,51.27,97.37,39.6,70.41,29.4,32.88,38.8,29.52,23.36,41.33,62.99,1854.49,2076.06,4444.3,128.84,205.75,11.84,0.05,13.52,23.94,28.18,25.72,18.95,6.31,31.88,31.2,6.93,13.15,30.3,217.91,49.84
5/25/16,32.37,6.6,42.13,37.31,119.86,52.36,70,31.54,64.5,52.09,539.31,127.8,237.58,212.53,128.39,45.84,99.71,141.46,762.19,36.62,55.52,123.53,3061.01,24.07,6.29,17.57,9.87,89.5,14.83,5.97,8.41,4.24,1.79,501.19,66.85,23.74,85.51,55.7,34.07,77.73,129.64,13.12,113.2,132.21,129.3,124.89,70.29,146.1,143.72,63.69,56.72,174.13,816.98,51.8,99.08,39.83,71.88,29.63,32.85,38.83,30,23.47,42,63.03,1864.79,2090.54,4476.43,128.75,207.15,11.81,0.05,14.25,24.32,28.72,25.74,19.09,6.35,31.8,31.35,7.14,13.37,30.88,219.58,50.18
