X,usrindex,conssent1,conssent2,conssent3,cred1,cred2,cred3,cred4,indices1,indices2,indices3,indices5,indices6,indices8,housing1,housing2,housing3,manu1,manu2,manu5,manu6,macro2,macro3,macro4,equities1,equities2,equities3,equities4,emp1,emp2,emp3,emp4,emp5,emp6,emp7,yc2,yc3,yc4,yc5,yc6,yc7
1982-10-01,1.0,0.07268041237113376,0.8031088082901554,5.0,-0.10669657161166302,3.6355000000000004,0.12500000000000044,2.0,-1.3521,-1.9755,-0.016920473773265665,-33.333333333333336,20.7,5.0,0.26342412451361863,-0.16040955631399323,456.0,1.2892307692307692,39.10000000000007,-0.5157142857142857,3.0,121.58000000000006,-2.6,3.3000000000000007,0.14831672964616982,4.0,0.41483920325098855,1.0,0.13954505686789154,0.29974683544303793,1.2540302882266732,3.5,656.75,-0.025405848592511604,20.0,4.0,0.7417255227807783,-4.999999999999723,0.16799999999999926,0.8355091383812006,3.4619999999999997
1982-11-01,1.0,0.10153846153846136,0.8031088082901554,6.0,-0.13767411726595424,3.733000000000001,0.10084033613445387,2.0,-0.8615,-1.0785,-0.016920473773265665,-22.666666666666668,20.7,5.0,0.4704911267024352,-0.12411347517730498,505.0,1.2351190476190477,39.300000000000075,-0.46498964803312637,2.0,122.06750000000004,-2.6,4.700000000000001,0.23829102609939223,5.0,-0.7145667693555062,1.0,0.054382597568777946,0.16121152906692715,1.1133489461358315,3.0,618.1,-0.02612122760281721,26.0,4.0,0.7472649217559895,-9.038461538461311,0.2729999999999988,0.13562386980108543,2.6619999999999995
1982-12-01,0.0,0.09411172622043251,0.8471502590673575,5.0,-0.1610414657666348,3.793750000000001,0.09478672985781955,2.0,0.0991,-0.7987,-0.013605442176870652,-6.666666666666667,33.41,6.0,0.638818565400844,-0.07999999999999996,518.3333333333334,1.3256484149855907,41.00000000000007,-0.27927536231884065,2.0,121.33500000000002,-1.4,4.8999999999999995,0.28309460815619003,5.0,-0.8040568719507766,1.0,-0.06159038177599663,-0.05989110707803991,1.0,4.0,556.15,-0.0255481926829626,37.0,5.0,0.7193601994183632,-2.410377358490562,0.35850000000000026,0.4678953626634963,2.4905000000000004
1983-01-01,0.0,0.07955689828801593,0.8471502590673575,4.0,-0.17635843660629202,3.6037500000000007,-0.022831050228311667,2.0,0.3151,1.5357,-0.0034129692832765013,18.0,33.41,7.0,0.7133470225872691,-0.061594202898550776,552.3333333333334,1.3856749311294767,44.40000000000007,-0.2659420289855074,3.0,121.06500000000001,-1.4,4.1,0.35680268932673465,5.0,-1.1184719874702287,1.0,-0.13574176998717402,-0.09628610729023379,1.0,4.5,505.34999999999997,-0.022323213427673405,38.0,6.0,0.7479573466278908,-10.384615384615127,0.3935000000000004,-0.23063781321184518,2.5855
1983-02-01,0.0,0.10381679389312959,0.8471502590673575,5.0,-0.1573472041612486,3.5187500000000007,-0.25670498084291193,2.0,0.0082,-0.7173,-0.0034188034188035177,44.0,33.41,8.0,0.7710168134507607,-0.04395604395604391,555.0,1.5112219451371571,50.20000000000007,-0.21349206349206354,3.0,119.95750000000001,-1.4,6.1,0.23889214291691063,6.0,-1.2569477055906615,1.0,-0.1817423926636098,-0.08430913348946134,1.0,4.5,490.74999999999994,-0.019638117505201835,41.0,6.0,0.7112588284171167,1.8354430379746955,0.46799999999999997,-0.46675774134790526,2.522
1983-03-01,0.0,0.12843578210894502,0.8471502590673575,6.0,-0.12482993197278935,3.3887500000000004,-0.3011152416356885,1.0,0.7543,0.9058,0.0034246575342467,66.66666666666667,11.31,8.0,0.7531767423950715,-0.02238805970149249,580.0,1.3755656108597283,54.15000000000006,-0.2920634920634921,4.0,120.26000000000002,1.6,7.200000000000001,0.27022089353927914,7.0,-1.691216678255657,1.0,-0.24898275527998448,-0.13701707097933513,1.0,4.5,484.0,-0.016791807365564293,46.0,5.0,0.7354936989336657,0.6730769230769167,0.3979999999999997,-0.5179961089494166,2.1619999999999995
1983-04-01,0.0,0.174915905814512,0.8946648426812587,6.0,-0.097919655667145,3.2055000000000002,-0.3180076628352496,1.0,1.0445,0.9988,0.012048192771084265,78.66666666666667,11.31,8.0,0.7432282003710575,0.0037878787878788955,598.6666666666666,1.2913043478260868,54.050000000000054,-0.24206349206349212,5.0,121.51750000000001,1.6,6.4,0.22967616483434283,8.0,-2.8369225403981755,1.0,-0.24952015355086377,-0.15217391304347827,1.0353982300884956,5.5,488.15,-0.013911324526269975,47.0,4.0,0.7112588284171167,2.0312500000000386,0.36799999999999944,-0.22048364153627287,2.0869999999999993
1983-05-01,0.0,0.22532588454376135,0.9591280653950953,6.0,-0.07062359128474838,2.9932500000000006,-0.3778625954198479,1.0,1.1768,1.3185,0.01721170395869187,84.66666666666667,11.31,8.0,0.723725834797891,0.058139534883721034,632.6666666666666,1.3522975929978116,55.15000000000005,-0.2543290043290044,6.0,122.185,1.6,8.4,0.17215244694673015,8.0,49.19432058279984,1.0,-0.2190533980582524,-0.2010243277848912,1.0,6.5,482.55000000000007,-0.009575493828756776,47.0,4.0,0.7478881041407006,-0.14593301435407136,0.3724999999999987,-0.07603503184713478,2.2564999999999986
1983-06-01,0.0,0.26310947562097486,0.9591280653950953,6.0,-0.0482758620689655,2.6915000000000004,-0.29437229437229495,2.0,1.3483,1.6058,0.02586206896551735,88.0,3.31,8.0,0.8165969316596933,0.11904761904761907,651.0,1.3632385120350108,56.80000000000005,-0.1415470494417864,7.0,123.33250000000001,3.4,10.0,0.19532138794084197,8.0,50.49027210996181,1.0,-0.17981568891885813,-0.2589658048373644,1.0,7.5,451.60000000000014,-0.004042602814273488,49.0,5.0,0.796594065195147,-0.35785953177257734,0.27449999999999886,-0.2235722964763066,2.1189999999999984
1983-07-01,0.0,0.2980410447761195,0.9591280653950953,5.0,-0.025077160493827244,2.3510000000000004,-0.420560747663551,3.0,0.6738,1.8047,0.02568493150684925,92.66666666666667,3.31,8.0,0.7977565160013196,0.15662650602409633,640.3333333333334,1.3838582677165354,60.550000000000054,-0.058213716108453016,8.0,124.89,3.4,10.8,0.11878871300757043,8.0,51.537748634002924,0.9400088749317314,-0.16027702201335647,-0.29035087719298247,1.0,8.0,419.7000000000001,0.0022709309703776714,50.0,6.0,0.9182016859194505,-0.6680327868852439,0.1770000000000005,-0.16580310880828963,2.0855
1983-08-01,0.0,0.2720147533425541,0.9591280653950953,5.0,-0.006944444444444531,2.021500000000001,-0.4175257731958757,4.0,1.3724,0.348,0.027444253859348233,96.0,3.31,8.0,0.8298368298368299,0.19433198380566807,609.6666666666666,1.381338742393509,63.35000000000005,0.32706766917293223,8.0,127.0025,3.4,10.5,0.11036066459543425,7.0,53.10554907757015,0.9362711632987439,-0.14391237901171672,-0.30778395552025417,1.07725587144623,8.0,420.1000000000001,0.006861395348837229,50.0,6.0,1.0,-0.5089285714285744,0.19099999999999984,0.04910333048676363,2.3555000000000006
1983-09-01,0.0,0.21169176262178957,0.9591280653950953,5.0,0.00738437621453536,1.9892500000000006,-0.3723404255319138,5.0,2.0039,2.7053,0.03412969283276457,98.66666666666667,7.67,8.0,0.6902485659655833,0.21052631578947367,595.3333333333334,1.3765432098765433,62.800000000000054,0.6731601731601732,8.0,128.1425,5.8,9.299999999999999,0.08570868200836812,7.0,1.7944244848813966,0.9584584926269799,-0.12796697626418985,-0.3806280741581536,1.0117428924598268,8.0,422.5000000000001,0.01398893568446935,50.0,6.0,0.9539363484087103,-0.37643678160919203,0.2184999999999997,0.1947527749747735,2.4125
1983-10-01,0.0,0.1047034764826178,0.9571275455519829,4.0,0.021868787276341894,1.8072500000000011,-0.3202247191011228,4.0,1.014,1.423,0.03741496598639471,99.33333333333333,7.67,8.0,0.608253772713274,0.2195121951219512,604.0,1.3339731285988483,63.45000000000006,0.8636363636363636,8.0,129.0075,5.8,8.4,-0.005291327089161801,7.0,0.7903180442944564,0.9850662206444566,-0.17263427109974427,-0.3774834437086093,1.0,8.0,404.3000000000001,0.020354978257862255,50.0,5.0,0.9813232830820772,-0.0747422680412323,0.28800000000000114,0.341697080291971,2.6545
